Kommune,Timestamp,Confirmed
Altomünster,2022-03-21T21:12:17+01:00,2332
Bergkirchen,2022-03-21T21:12:17+01:00,2299
Dachau,2022-03-21T21:12:17+01:00,14325
Erdweg,2022-03-21T21:12:17+01:00,1808
Haimhausen,2022-03-21T21:12:17+01:00,1541
Hebertshausen,2022-03-21T21:12:17+01:00,1513
Hilgertshausen-Tandern,2022-03-21T21:12:17+01:00,856
Karlsfeld,2022-03-21T21:12:17+01:00,7177
Markt Indersdorf,2022-03-21T21:12:17+01:00,3046
Odelzhausen,2022-03-21T21:12:17+01:00,1623
Petershausen,2022-03-21T21:12:17+01:00,1791
Pfaffenhofen a.d. Glonn,2022-03-21T21:12:17+01:00,621
Röhrmoos,2022-03-21T21:12:17+01:00,1995
Schwabhausen,2022-03-21T21:12:17+01:00,1796
Sulzemoos,2022-03-21T21:12:17+01:00,840
Vierkirchen,2022-03-21T21:12:17+01:00,1201
Weichs,2022-03-21T21:12:17+01:00,1092
