Kommune,Timestamp,Confirmed
Altomünster,2021-11-11T21:14:43+01:00,540
Bergkirchen,2021-11-11T21:14:43+01:00,490
Dachau,2021-11-11T21:14:43+01:00,3646
Erdweg,2021-11-11T21:14:43+01:00,431
Haimhausen,2021-11-11T21:14:43+01:00,334
Hebertshausen,2021-11-11T21:14:43+01:00,301
Hilgertshausen-Tandern,2021-11-11T21:14:43+01:00,221
Karlsfeld,2021-11-11T21:14:43+01:00,1929
Markt Indersdorf,2021-11-11T21:14:43+01:00,751
Odelzhausen,2021-11-11T21:14:43+01:00,373
Petershausen,2021-11-11T21:14:43+01:00,447
Pfaffenhofen a.d. Glonn,2021-11-11T21:14:43+01:00,133
Röhrmoos,2021-11-11T21:14:43+01:00,530
Schwabhausen,2021-11-11T21:14:43+01:00,435
Sulzemoos,2021-11-11T21:14:43+01:00,187
Vierkirchen,2021-11-11T21:14:43+01:00,322
Weichs,2021-11-11T21:14:43+01:00,283
