Kommune,Timestamp,Confirmed
Altomünster,2021-07-12T21:14:45+02:00,412
Bergkirchen,2021-07-12T21:14:45+02:00,377
Dachau,2021-07-12T21:14:45+02:00,2565
Erdweg,2021-07-12T21:14:45+02:00,322
Haimhausen,2021-07-12T21:14:45+02:00,230
Hebertshausen,2021-07-12T21:14:45+02:00,224
Hilgertshausen-Tandern,2021-07-12T21:14:45+02:00,152
Karlsfeld,2021-07-12T21:14:45+02:00,1470
Markt Indersdorf,2021-07-12T21:14:45+02:00,586
Odelzhausen,2021-07-12T21:14:45+02:00,252
Petershausen,2021-07-12T21:14:45+02:00,269
Pfaffenhofen a.d. Glonn,2021-07-12T21:14:45+02:00,96
Röhrmoos,2021-07-12T21:14:45+02:00,416
Schwabhausen,2021-07-12T21:14:45+02:00,306
Sulzemoos,2021-07-12T21:14:45+02:00,131
Vierkirchen,2021-07-12T21:14:45+02:00,238
Weichs,2021-07-12T21:14:45+02:00,200
