Kommune,Timestamp,Recovered
Altomünster,2021-09-29T08:14:41+02:00,441
Bergkirchen,2021-09-29T08:14:41+02:00,419
Dachau,2021-09-29T08:14:41+02:00,2900
Erdweg,2021-09-29T08:14:41+02:00,362
Haimhausen,2021-09-29T08:14:41+02:00,257
Hebertshausen,2021-09-29T08:14:41+02:00,237
Hilgertshausen-Tandern,2021-09-29T08:14:41+02:00,163
Karlsfeld,2021-09-29T08:14:41+02:00,1570
Markt Indersdorf,2021-09-29T08:14:41+02:00,628
Odelzhausen,2021-09-29T08:14:41+02:00,279
Petershausen,2021-09-29T08:14:41+02:00,300
Pfaffenhofen a.d. Glonn,2021-09-29T08:14:41+02:00,107
Röhrmoos,2021-09-29T08:14:41+02:00,424
Schwabhausen,2021-09-29T08:14:41+02:00,361
Sulzemoos,2021-09-29T08:14:41+02:00,137
Vierkirchen,2021-09-29T08:14:41+02:00,270
Weichs,2021-09-29T08:14:41+02:00,203
