Kommune,Timestamp,Recovered
Altomünster,2022-05-02T21:14:55+02:00,2972
Bergkirchen,2022-05-02T21:14:55+02:00,2808
Dachau,2022-05-02T21:14:55+02:00,17354
Erdweg,2022-05-02T21:14:55+02:00,2228
Haimhausen,2022-05-02T21:14:55+02:00,1930
Hebertshausen,2022-05-02T21:14:55+02:00,1900
Hilgertshausen-Tandern,2022-05-02T21:14:55+02:00,1100
Karlsfeld,2022-05-02T21:14:55+02:00,8226
Markt Indersdorf,2022-05-02T21:14:55+02:00,3764
Odelzhausen,2022-05-02T21:14:55+02:00,1907
Petershausen,2022-05-02T21:14:55+02:00,2220
Pfaffenhofen a.d. Glonn,2022-05-02T21:14:55+02:00,758
Röhrmoos,2022-05-02T21:14:55+02:00,2514
Schwabhausen,2022-05-02T21:14:55+02:00,2270
Sulzemoos,2022-05-02T21:14:55+02:00,1092
Vierkirchen,2022-05-02T21:14:55+02:00,1562
Weichs,2022-05-02T21:14:55+02:00,1245
