Kommune,Timestamp,Confirmed
Altomünster,2022-05-16T21:14:14+02:00,3169
Bergkirchen,2022-05-16T21:14:14+02:00,2971
Dachau,2022-05-16T21:14:14+02:00,18332
Erdweg,2022-05-16T21:14:14+02:00,2420
Haimhausen,2022-05-16T21:14:14+02:00,2113
Hebertshausen,2022-05-16T21:14:14+02:00,2036
Hilgertshausen-Tandern,2022-05-16T21:14:14+02:00,1197
Karlsfeld,2022-05-16T21:14:14+02:00,8706
Markt Indersdorf,2022-05-16T21:14:14+02:00,3977
Odelzhausen,2022-05-16T21:14:14+02:00,2042
Petershausen,2022-05-16T21:14:14+02:00,2377
Pfaffenhofen a.d. Glonn,2022-05-16T21:14:14+02:00,847
Röhrmoos,2022-05-16T21:14:14+02:00,2710
Schwabhausen,2022-05-16T21:14:14+02:00,2463
Sulzemoos,2022-05-16T21:14:14+02:00,1189
Vierkirchen,2022-05-16T21:14:14+02:00,1683
Weichs,2022-05-16T21:14:14+02:00,1367
