Kommune,Timestamp,Confirmed,Recovered
Altomünster,2021-03-10T17:13:28+01:00,297,280
Bergkirchen,2021-03-10T17:13:28+01:00,254,245
Dachau,2021-03-10T17:13:28+01:00,1882,1828
Erdweg,2021-03-10T17:13:28+01:00,220,211
Haimhausen,2021-03-10T17:13:28+01:00,173,172
Hebertshausen,2021-03-10T17:13:28+01:00,131,125
Hilgertshausen-Tandern,2021-03-10T17:13:28+01:00,99,94
Karlsfeld,2021-03-10T17:13:28+01:00,1120,1057
Markt Indersdorf,2021-03-10T17:13:28+01:00,374,353
Odelzhausen,2021-03-10T17:13:28+01:00,175,163
Petershausen,2021-03-10T17:13:28+01:00,144,137
Pfaffenhofen a.d. Glonn,2021-03-10T17:13:28+01:00,75,73
Röhrmoos,2021-03-10T17:13:28+01:00,334,318
Schwabhausen,2021-03-10T17:13:28+01:00,218,210
Sulzemoos,2021-03-10T17:13:28+01:00,97,95
Vierkirchen,2021-03-10T17:13:28+01:00,149,143
Weichs,2021-03-10T17:13:28+01:00,159,137
