Kommune,Timestamp,Confirmed,Recovered
Altomünster,2020-04-23T21:30:00+02:00,83,70
Bergkirchen,2020-04-23T21:30:00+02:00,61,49
Dachau,2020-04-23T21:30:00+02:00,190,156
Erdweg,2020-04-23T21:30:00+02:00,23,21
Haimhausen,2020-04-23T21:30:00+02:00,23,21
Hebertshausen,2020-04-23T21:30:00+02:00,24,14
Hilgertshausen-Tandern,2020-04-23T21:30:00+02:00,13,11
Karlsfeld,2020-04-23T21:30:00+02:00,125,90
Markt Indersdorf,2020-04-23T21:30:00+02:00,49,41
Odelzhausen,2020-04-23T21:30:00+02:00,18,12
Petershausen,2020-04-23T21:30:00+02:00,31,22
Pfaffenhofen a.d. Glonn,2020-04-23T21:30:00+02:00,6,6
Röhrmoos,2020-04-23T21:30:00+02:00,111,23
Schwabhausen,2020-04-23T21:30:00+02:00,25,21
Sulzemoos,2020-04-23T21:30:00+02:00,13,11
Vierkirchen,2020-04-23T21:30:00+02:00,15,11
Weichs,2020-04-23T21:30:00+02:00,12,10
