Kommune,Timestamp,Confirmed,Recovered
Altomünster,2021-02-03T17:13:31+01:00,275,260
Bergkirchen,2021-02-03T17:13:31+01:00,239,216
Dachau,2021-02-03T17:13:31+01:00,1800,1716
Erdweg,2021-02-03T17:13:31+01:00,187,184
Haimhausen,2021-02-03T17:13:31+01:00,170,167
Hebertshausen,2021-02-03T17:13:31+01:00,124,114
Hilgertshausen-Tandern,2021-02-03T17:13:31+01:00,88,80
Karlsfeld,2021-02-03T17:13:31+01:00,1074,999
Markt Indersdorf,2021-02-03T17:13:31+01:00,350,309
Odelzhausen,2021-02-03T17:13:31+01:00,143,138
Petershausen,2021-02-03T17:13:31+01:00,129,110
Pfaffenhofen a.d. Glonn,2021-02-03T17:13:31+01:00,68,61
Röhrmoos,2021-02-03T17:13:31+01:00,323,287
Schwabhausen,2021-02-03T17:13:31+01:00,209,203
Sulzemoos,2021-02-03T17:13:31+01:00,91,88
Vierkirchen,2021-02-03T17:13:31+01:00,142,138
Weichs,2021-02-03T17:13:31+01:00,149,93
