Kommune,Timestamp,Recovered
Altomünster,2022-01-17T21:10:01+01:00,738
Bergkirchen,2022-01-17T21:10:01+01:00,707
Dachau,2022-01-17T21:10:01+01:00,5223
Erdweg,2022-01-17T21:10:01+01:00,573
Haimhausen,2022-01-17T21:10:01+01:00,473
Hebertshausen,2022-01-17T21:10:01+01:00,476
Hilgertshausen-Tandern,2022-01-17T21:10:01+01:00,296
Karlsfeld,2022-01-17T21:10:01+01:00,2589
Markt Indersdorf,2022-01-17T21:10:01+01:00,1041
Odelzhausen,2022-01-17T21:10:01+01:00,528
Petershausen,2022-01-17T21:10:01+01:00,591
Pfaffenhofen a.d. Glonn,2022-01-17T21:10:01+01:00,204
Röhrmoos,2022-01-17T21:10:01+01:00,724
Schwabhausen,2022-01-17T21:10:01+01:00,686
Sulzemoos,2022-01-17T21:10:01+01:00,277
Vierkirchen,2022-01-17T21:10:01+01:00,448
Weichs,2022-01-17T21:10:01+01:00,413
