Kommune,Timestamp,Confirmed
Altomünster,2022-03-14T21:08:43+01:00,2115
Bergkirchen,2022-03-14T21:08:43+01:00,2120
Dachau,2022-03-14T21:08:43+01:00,13291
Erdweg,2022-03-14T21:08:43+01:00,1673
Haimhausen,2022-03-14T21:08:43+01:00,1390
Hebertshausen,2022-03-14T21:08:43+01:00,1399
Hilgertshausen-Tandern,2022-03-14T21:08:43+01:00,773
Karlsfeld,2022-03-14T21:08:43+01:00,6719
Markt Indersdorf,2022-03-14T21:08:43+01:00,2819
Odelzhausen,2022-03-14T21:08:43+01:00,1517
Petershausen,2022-03-14T21:08:43+01:00,1595
Pfaffenhofen a.d. Glonn,2022-03-14T21:08:43+01:00,584
Röhrmoos,2022-03-14T21:08:43+01:00,1819
Schwabhausen,2022-03-14T21:08:43+01:00,1652
Sulzemoos,2022-03-14T21:08:43+01:00,723
Vierkirchen,2022-03-14T21:08:43+01:00,1052
Weichs,2022-03-14T21:08:43+01:00,987
