Kommune,Timestamp,Recovered
Altomünster,2022-05-16T21:14:14+02:00,3098
Bergkirchen,2022-05-16T21:14:14+02:00,2902
Dachau,2022-05-16T21:14:14+02:00,17980
Erdweg,2022-05-16T21:14:14+02:00,2348
Haimhausen,2022-05-16T21:14:14+02:00,2034
Hebertshausen,2022-05-16T21:14:14+02:00,1993
Hilgertshausen-Tandern,2022-05-16T21:14:14+02:00,1166
Karlsfeld,2022-05-16T21:14:14+02:00,8517
Markt Indersdorf,2022-05-16T21:14:14+02:00,3902
Odelzhausen,2022-05-16T21:14:14+02:00,1982
Petershausen,2022-05-16T21:14:14+02:00,2307
Pfaffenhofen a.d. Glonn,2022-05-16T21:14:14+02:00,799
Röhrmoos,2022-05-16T21:14:14+02:00,2616
Schwabhausen,2022-05-16T21:14:14+02:00,2367
Sulzemoos,2022-05-16T21:14:14+02:00,1143
Vierkirchen,2022-05-16T21:14:14+02:00,1631
Weichs,2022-05-16T21:14:14+02:00,1314
