Kommune,Timestamp,Confirmed,Recovered
Altomünster,2021-02-24T17:15:22+01:00,282,273
Bergkirchen,2021-02-24T17:15:22+01:00,250,239
Dachau,2021-02-24T17:15:22+01:00,1834,1793
Erdweg,2021-02-24T17:15:22+01:00,211,195
Haimhausen,2021-02-24T17:15:22+01:00,172,170
Hebertshausen,2021-02-24T17:15:22+01:00,126,124
Hilgertshausen-Tandern,2021-02-24T17:15:22+01:00,93,89
Karlsfeld,2021-02-24T17:15:22+01:00,1099,1045
Markt Indersdorf,2021-02-24T17:15:22+01:00,363,342
Odelzhausen,2021-02-24T17:15:22+01:00,166,156
Petershausen,2021-02-24T17:15:22+01:00,140,132
Pfaffenhofen a.d. Glonn,2021-02-24T17:15:22+01:00,73,72
Röhrmoos,2021-02-24T17:15:22+01:00,331,311
Schwabhausen,2021-02-24T17:15:22+01:00,213,208
Sulzemoos,2021-02-24T17:15:22+01:00,95,94
Vierkirchen,2021-02-24T17:15:22+01:00,143,140
Weichs,2021-02-24T17:15:22+01:00,160,136
