Kommune,Timestamp,Confirmed,Recovered
Altomünster,2020-10-27T17:14:22+01:00,111,98
Bergkirchen,2020-10-27T17:14:22+01:00,83,78
Dachau,2020-10-27T17:14:22+01:00,487,415
Erdweg,2020-10-27T17:14:22+01:00,42,37
Haimhausen,2020-10-27T17:14:22+01:00,42,38
Hebertshausen,2020-10-27T17:14:22+01:00,44,36
Hilgertshausen-Tandern,2020-10-27T17:14:22+01:00,17,17
Karlsfeld,2020-10-27T17:14:22+01:00,284,247
Markt Indersdorf,2020-10-27T17:14:22+01:00,80,75
Odelzhausen,2020-10-27T17:14:22+01:00,43,25
Petershausen,2020-10-27T17:14:22+01:00,40,37
Pfaffenhofen a.d. Glonn,2020-10-27T17:14:22+01:00,14,12
Röhrmoos,2020-10-27T17:14:22+01:00,148,134
Schwabhausen,2020-10-27T17:14:22+01:00,59,53
Sulzemoos,2020-10-27T17:14:22+01:00,22,20
Vierkirchen,2020-10-27T17:14:22+01:00,45,40
Weichs,2020-10-27T17:14:22+01:00,34,30
