Kommune,Timestamp,Confirmed,Recovered
Altomünster,2021-01-10T16:30:09+01:00,258,240
Bergkirchen,2021-01-10T16:30:09+01:00,214,195
Dachau,2021-01-10T16:30:09+01:00,1656,1541
Erdweg,2021-01-10T16:30:09+01:00,176,164
Haimhausen,2021-01-10T16:30:09+01:00,158,141
Hebertshausen,2021-01-10T16:30:09+01:00,112,102
Hilgertshausen-Tandern,2021-01-10T16:30:09+01:00,71,65
Karlsfeld,2021-01-10T16:30:09+01:00,1022,924
Markt Indersdorf,2021-01-10T16:30:09+01:00,304,270
Odelzhausen,2021-01-10T16:30:09+01:00,138,128
Petershausen,2021-01-10T16:30:09+01:00,96,92
Pfaffenhofen a.d. Glonn,2021-01-10T16:30:09+01:00,62,58
Röhrmoos,2021-01-10T16:30:09+01:00,221,200
Schwabhausen,2021-01-10T16:30:09+01:00,192,178
Sulzemoos,2021-01-10T16:30:09+01:00,85,78
Vierkirchen,2021-01-10T16:30:09+01:00,127,94
Weichs,2021-01-10T16:30:09+01:00,88,70
