Kommune,Timestamp,Confirmed,Recovered
Altomünster,2020-11-28T17:13:40+01:00,160,138
Bergkirchen,2020-11-28T17:13:40+01:00,149,123
Dachau,2020-11-28T17:13:40+01:00,1048,835
Erdweg,2020-11-28T17:13:40+01:00,92,77
Haimhausen,2020-11-28T17:13:40+01:00,96,62
Hebertshausen,2020-11-28T17:13:40+01:00,73,62
Hilgertshausen-Tandern,2020-11-28T17:13:40+01:00,37,33
Karlsfeld,2020-11-28T17:13:40+01:00,685,497
Markt Indersdorf,2020-11-28T17:13:40+01:00,175,142
Odelzhausen,2020-11-28T17:13:40+01:00,100,71
Petershausen,2020-11-28T17:13:40+01:00,70,54
Pfaffenhofen a.d. Glonn,2020-11-28T17:13:40+01:00,33,29
Röhrmoos,2020-11-28T17:13:40+01:00,172,158
Schwabhausen,2020-11-28T17:13:40+01:00,131,112
Sulzemoos,2020-11-28T17:13:40+01:00,52,44
Vierkirchen,2020-11-28T17:13:40+01:00,58,53
Weichs,2020-11-28T17:13:40+01:00,45,44
