Kommune,Timestamp,Confirmed,Recovered
Altomünster,2020-04-16T21:30:00+02:00,73,67
Bergkirchen,2020-04-16T21:30:00+02:00,56,42
Dachau,2020-04-16T21:30:00+02:00,173,116
Erdweg,2020-04-16T21:30:00+02:00,21,20
Haimhausen,2020-04-16T21:30:00+02:00,25,19
Hebertshausen,2020-04-16T21:30:00+02:00,14,10
Hilgertshausen-Tandern,2020-04-16T21:30:00+02:00,12,9
Karlsfeld,2020-04-16T21:30:00+02:00,118,78
Markt Indersdorf,2020-04-16T21:30:00+02:00,45,36
Odelzhausen,2020-04-16T21:30:00+02:00,17,11
Petershausen,2020-04-16T21:30:00+02:00,26,19
Pfaffenhofen a.d. Glonn,2020-04-16T21:30:00+02:00,6,6
Röhrmoos,2020-04-16T21:30:00+02:00,92,18
Schwabhausen,2020-04-16T21:30:00+02:00,22,18
Sulzemoos,2020-04-16T21:30:00+02:00,13,10
Vierkirchen,2020-04-16T21:30:00+02:00,11,9
Weichs,2020-04-16T21:30:00+02:00,11,8
