Kommune,Timestamp,Confirmed,Recovered
Altomünster,2020-12-16T17:12:31+01:00,217,177
Bergkirchen,2020-12-16T17:12:31+01:00,187,156
Dachau,2020-12-16T17:12:31+01:00,1366,1198
Erdweg,2020-12-16T17:12:31+01:00,136,111
Haimhausen,2020-12-16T17:12:31+01:00,119,109
Hebertshausen,2020-12-16T17:12:31+01:00,91,83
Hilgertshausen-Tandern,2020-12-16T17:12:31+01:00,60,42
Karlsfeld,2020-12-16T17:12:31+01:00,869,733
Markt Indersdorf,2020-12-16T17:12:31+01:00,256,199
Odelzhausen,2020-12-16T17:12:31+01:00,119,105
Petershausen,2020-12-16T17:12:31+01:00,85,76
Pfaffenhofen a.d. Glonn,2020-12-16T17:12:31+01:00,46,36
Röhrmoos,2020-12-16T17:12:31+01:00,194,181
Schwabhausen,2020-12-16T17:12:31+01:00,159,141
Sulzemoos,2020-12-16T17:12:31+01:00,75,66
Vierkirchen,2020-12-16T17:12:31+01:00,77,62
Weichs,2020-12-16T17:12:31+01:00,58,51
