Kommune,Timestamp,Recovered
Altomünster,2022-04-21T21:15:11+02:00,2061
Bergkirchen,2022-04-21T21:15:11+02:00,1954
Dachau,2022-04-21T21:15:11+02:00,12409
Erdweg,2022-04-21T21:15:11+02:00,1567
Haimhausen,2022-04-21T21:15:11+02:00,1276
Hebertshausen,2022-04-21T21:15:11+02:00,1299
Hilgertshausen-Tandern,2022-04-21T21:15:11+02:00,727
Karlsfeld,2022-04-21T21:15:11+02:00,5953
Markt Indersdorf,2022-04-21T21:15:11+02:00,2629
Odelzhausen,2022-04-21T21:15:11+02:00,1382
Petershausen,2022-04-21T21:15:11+02:00,1463
Pfaffenhofen a.d. Glonn,2022-04-21T21:15:11+02:00,541
Röhrmoos,2022-04-21T21:15:11+02:00,1786
Schwabhausen,2022-04-21T21:15:11+02:00,1584
Sulzemoos,2022-04-21T21:15:11+02:00,698
Vierkirchen,2022-04-21T21:15:11+02:00,1030
Weichs,2022-04-21T21:15:11+02:00,891
