Kommune,Timestamp,Confirmed,Recovered
Altomünster,2020-04-13T21:30:00+02:00,70,62
Bergkirchen,2020-04-13T21:30:00+02:00,53,42
Dachau,2020-04-13T21:30:00+02:00,162,105
Erdweg,2020-04-13T21:30:00+02:00,21,20
Haimhausen,2020-04-13T21:30:00+02:00,23,17
Hebertshausen,2020-04-13T21:30:00+02:00,14,10
Hilgertshausen-Tandern,2020-04-13T21:30:00+02:00,12,8
Karlsfeld,2020-04-13T21:30:00+02:00,107,60
Markt Indersdorf,2020-04-13T21:30:00+02:00,41,32
Odelzhausen,2020-04-13T21:30:00+02:00,14,12
Petershausen,2020-04-13T21:30:00+02:00,25,19
Pfaffenhofen a.d. Glonn,2020-04-13T21:30:00+02:00,5,4
Röhrmoos,2020-04-13T21:30:00+02:00,79,18
Schwabhausen,2020-04-13T21:30:00+02:00,21,18
Sulzemoos,2020-04-13T21:30:00+02:00,14,10
Vierkirchen,2020-04-13T21:30:00+02:00,11,9
Weichs,2020-04-13T21:30:00+02:00,10,7
