Kommune,Timestamp,Confirmed
Altomünster,2021-09-13T21:14:03+02:00,442
Bergkirchen,2021-09-13T21:14:03+02:00,426
Dachau,2021-09-13T21:14:03+02:00,2890
Erdweg,2021-09-13T21:14:03+02:00,355
Haimhausen,2021-09-13T21:14:03+02:00,256
Hebertshausen,2021-09-13T21:14:03+02:00,235
Hilgertshausen-Tandern,2021-09-13T21:14:03+02:00,161
Karlsfeld,2021-09-13T21:14:03+02:00,1619
Markt Indersdorf,2021-09-13T21:14:03+02:00,640
Odelzhausen,2021-09-13T21:14:03+02:00,274
Petershausen,2021-09-13T21:14:03+02:00,300
Pfaffenhofen a.d. Glonn,2021-09-13T21:14:03+02:00,104
Röhrmoos,2021-09-13T21:14:03+02:00,439
Schwabhausen,2021-09-13T21:14:03+02:00,362
Sulzemoos,2021-09-13T21:14:03+02:00,139
Vierkirchen,2021-09-13T21:14:03+02:00,267
Weichs,2021-09-13T21:14:03+02:00,224
