Kommune,Timestamp,Confirmed,Recovered
Altomünster,2021-03-17T17:14:32+01:00,299,285
Bergkirchen,2021-03-17T17:14:32+01:00,261,245
Dachau,2021-03-17T17:14:32+01:00,1908,1846
Erdweg,2021-03-17T17:14:32+01:00,220,216
Haimhausen,2021-03-17T17:14:32+01:00,178,172
Hebertshausen,2021-03-17T17:14:32+01:00,132,127
Hilgertshausen-Tandern,2021-03-17T17:14:32+01:00,104,95
Karlsfeld,2021-03-17T17:14:32+01:00,1145,1065
Markt Indersdorf,2021-03-17T17:14:32+01:00,421,355
Odelzhausen,2021-03-17T17:14:32+01:00,179,164
Petershausen,2021-03-17T17:14:32+01:00,151,139
Pfaffenhofen a.d. Glonn,2021-03-17T17:14:32+01:00,76,73
Röhrmoos,2021-03-17T17:14:32+01:00,337,318
Schwabhausen,2021-03-17T17:14:32+01:00,222,213
Sulzemoos,2021-03-17T17:14:32+01:00,97,95
Vierkirchen,2021-03-17T17:14:32+01:00,153,144
Weichs,2021-03-17T17:14:32+01:00,160,138
