Kommune,Timestamp,Confirmed,Recovered
Altomünster,2020-12-05T17:13:31+01:00,174,144
Bergkirchen,2020-12-05T17:13:31+01:00,163,138
Dachau,2020-12-05T17:13:31+01:00,1165,987
Erdweg,2020-12-05T17:13:31+01:00,108,86
Haimhausen,2020-12-05T17:13:31+01:00,106,76
Hebertshausen,2020-12-05T17:13:31+01:00,82,66
Hilgertshausen-Tandern,2020-12-05T17:13:31+01:00,42,35
Karlsfeld,2020-12-05T17:13:31+01:00,758,608
Markt Indersdorf,2020-12-05T17:13:31+01:00,213,165
Odelzhausen,2020-12-05T17:13:31+01:00,108,97
Petershausen,2020-12-05T17:13:31+01:00,76,61
Pfaffenhofen a.d. Glonn,2020-12-05T17:13:31+01:00,36,32
Röhrmoos,2020-12-05T17:13:31+01:00,184,163
Schwabhausen,2020-12-05T17:13:31+01:00,139,125
Sulzemoos,2020-12-05T17:13:31+01:00,64,48
Vierkirchen,2020-12-05T17:13:31+01:00,62,55
Weichs,2020-12-05T17:13:31+01:00,47,45
