Kommune,Timestamp,Recovered
Altomünster,2021-11-11T21:13:13+01:00,496
Bergkirchen,2021-11-11T21:13:13+01:00,451
Dachau,2021-11-11T21:13:13+01:00,3331
Erdweg,2021-11-11T21:13:13+01:00,413
Haimhausen,2021-11-11T21:13:13+01:00,310
Hebertshausen,2021-11-11T21:13:13+01:00,268
Hilgertshausen-Tandern,2021-11-11T21:13:13+01:00,200
Karlsfeld,2021-11-11T21:13:13+01:00,1763
Markt Indersdorf,2021-11-11T21:13:13+01:00,686
Odelzhausen,2021-11-11T21:13:13+01:00,346
Petershausen,2021-11-11T21:13:13+01:00,414
Pfaffenhofen a.d. Glonn,2021-11-11T21:13:13+01:00,117
Röhrmoos,2021-11-11T21:13:13+01:00,484
Schwabhausen,2021-11-11T21:13:13+01:00,398
Sulzemoos,2021-11-11T21:13:13+01:00,169
Vierkirchen,2021-11-11T21:13:13+01:00,299
Weichs,2021-11-11T21:13:13+01:00,233
