Kommune,Timestamp,Confirmed,Recovered
Altomünster,2021-02-26T17:14:17+01:00,282,275
Bergkirchen,2021-02-26T17:14:17+01:00,250,241
Dachau,2021-02-26T17:14:17+01:00,1838,1799
Erdweg,2021-02-26T17:14:17+01:00,212,196
Haimhausen,2021-02-26T17:14:17+01:00,172,170
Hebertshausen,2021-02-26T17:14:17+01:00,126,124
Hilgertshausen-Tandern,2021-02-26T17:14:17+01:00,94,89
Karlsfeld,2021-02-26T17:14:17+01:00,1099,1052
Markt Indersdorf,2021-02-26T17:14:17+01:00,365,342
Odelzhausen,2021-02-26T17:14:17+01:00,166,157
Petershausen,2021-02-26T17:14:17+01:00,140,132
Pfaffenhofen a.d. Glonn,2021-02-26T17:14:17+01:00,73,72
Röhrmoos,2021-02-26T17:14:17+01:00,333,312
Schwabhausen,2021-02-26T17:14:17+01:00,213,208
Sulzemoos,2021-02-26T17:14:17+01:00,95,94
Vierkirchen,2021-02-26T17:14:17+01:00,143,140
Weichs,2021-02-26T17:14:17+01:00,160,137
