Kommune,Timestamp,Confirmed,Recovered
Altomünster,2020-04-15T21:30:00+02:00,72,68
Bergkirchen,2020-04-15T21:30:00+02:00,55,44
Dachau,2020-04-15T21:30:00+02:00,169,112
Erdweg,2020-04-15T21:30:00+02:00,21,20
Haimhausen,2020-04-15T21:30:00+02:00,25,19
Hebertshausen,2020-04-15T21:30:00+02:00,14,10
Hilgertshausen-Tandern,2020-04-15T21:30:00+02:00,12,9
Karlsfeld,2020-04-15T21:30:00+02:00,114,70
Markt Indersdorf,2020-04-15T21:30:00+02:00,45,33
Odelzhausen,2020-04-15T21:30:00+02:00,18,14
Petershausen,2020-04-15T21:30:00+02:00,26,20
Pfaffenhofen a.d. Glonn,2020-04-15T21:30:00+02:00,5,4
Röhrmoos,2020-04-15T21:30:00+02:00,95,19
Schwabhausen,2020-04-15T21:30:00+02:00,22,18
Sulzemoos,2020-04-15T21:30:00+02:00,13,11
Vierkirchen,2020-04-15T21:30:00+02:00,11,9
Weichs,2020-04-15T21:30:00+02:00,11,8
