Kommune,Timestamp,Confirmed,Recovered
Altomünster,2020-11-23T17:13:13+01:00,154,133
Bergkirchen,2020-11-23T17:13:13+01:00,142,115
Dachau,2020-11-23T17:13:13+01:00,954,776
Erdweg,2020-11-23T17:13:13+01:00,87,70
Haimhausen,2020-11-23T17:13:13+01:00,76,58
Hebertshausen,2020-11-23T17:13:13+01:00,66,61
Hilgertshausen-Tandern,2020-11-23T17:13:13+01:00,34,27
Karlsfeld,2020-11-23T17:13:13+01:00,631,447
Markt Indersdorf,2020-11-23T17:13:13+01:00,159,134
Odelzhausen,2020-11-23T17:13:13+01:00,95,61
Petershausen,2020-11-23T17:13:13+01:00,62,53
Pfaffenhofen a.d. Glonn,2020-11-23T17:13:13+01:00,29,28
Röhrmoos,2020-11-23T17:13:13+01:00,170,155
Schwabhausen,2020-11-23T17:13:13+01:00,122,106
Sulzemoos,2020-11-23T17:13:13+01:00,49,41
Vierkirchen,2020-11-23T17:13:13+01:00,56,51
Weichs,2020-11-23T17:13:13+01:00,45,43
