Kommune,Timestamp,Confirmed
Altomünster,2022-03-08T16:15:24+01:00,1901
Bergkirchen,2022-03-08T16:15:24+01:00,1968
Dachau,2022-03-08T16:15:24+01:00,12462
Erdweg,2022-03-08T16:15:24+01:00,1555
Haimhausen,2022-03-08T16:15:24+01:00,1286
Hebertshausen,2022-03-08T16:15:24+01:00,1301
Hilgertshausen-Tandern,2022-03-08T16:15:24+01:00,705
Karlsfeld,2022-03-08T16:15:24+01:00,6364
Markt Indersdorf,2022-03-08T16:15:24+01:00,2603
Odelzhausen,2022-03-08T16:15:24+01:00,1357
Petershausen,2022-03-08T16:15:24+01:00,1422
Pfaffenhofen a.d. Glonn,2022-03-08T16:15:24+01:00,546
Röhrmoos,2022-03-08T16:15:24+01:00,1680
Schwabhausen,2022-03-08T16:15:24+01:00,1533
Sulzemoos,2022-03-08T16:15:24+01:00,669
Vierkirchen,2022-03-08T16:15:24+01:00,979
Weichs,2022-03-08T16:15:24+01:00,923
