Kommune,Timestamp,Recovered
Altomünster,2021-08-09T21:14:15+02:00,407
Bergkirchen,2021-08-09T21:14:15+02:00,369
Dachau,2021-08-09T21:14:15+02:00,2577
Erdweg,2021-08-09T21:14:15+02:00,322
Haimhausen,2021-08-09T21:14:15+02:00,231
Hebertshausen,2021-08-09T21:14:15+02:00,223
Hilgertshausen-Tandern,2021-08-09T21:14:15+02:00,151
Karlsfeld,2021-08-09T21:14:15+02:00,1429
Markt Indersdorf,2021-08-09T21:14:15+02:00,575
Odelzhausen,2021-08-09T21:14:15+02:00,249
Petershausen,2021-08-09T21:14:15+02:00,268
Pfaffenhofen a.d. Glonn,2021-08-09T21:14:15+02:00,96
Röhrmoos,2021-08-09T21:14:15+02:00,408
Schwabhausen,2021-08-09T21:14:15+02:00,306
Sulzemoos,2021-08-09T21:14:15+02:00,132
Vierkirchen,2021-08-09T21:14:15+02:00,238
Weichs,2021-08-09T21:14:15+02:00,181
