Kommune,Timestamp,Confirmed
Altomünster,2021-07-15T21:15:13+02:00,412
Bergkirchen,2021-07-15T21:15:13+02:00,377
Dachau,2021-07-15T21:15:13+02:00,2569
Erdweg,2021-07-15T21:15:13+02:00,322
Haimhausen,2021-07-15T21:15:13+02:00,230
Hebertshausen,2021-07-15T21:15:13+02:00,224
Hilgertshausen-Tandern,2021-07-15T21:15:13+02:00,152
Karlsfeld,2021-07-15T21:15:13+02:00,1471
Markt Indersdorf,2021-07-15T21:15:13+02:00,586
Odelzhausen,2021-07-15T21:15:13+02:00,252
Petershausen,2021-07-15T21:15:13+02:00,269
Pfaffenhofen a.d. Glonn,2021-07-15T21:15:13+02:00,96
Röhrmoos,2021-07-15T21:15:13+02:00,416
Schwabhausen,2021-07-15T21:15:13+02:00,307
Sulzemoos,2021-07-15T21:15:13+02:00,132
Vierkirchen,2021-07-15T21:15:13+02:00,238
Weichs,2021-07-15T21:15:13+02:00,200
