Kommune,Timestamp,Confirmed
Altomünster,2021-12-23T21:13:14+01:00,725
Bergkirchen,2021-12-23T21:13:14+01:00,691
Dachau,2021-12-23T21:13:14+01:00,5007
Erdweg,2021-12-23T21:13:14+01:00,558
Haimhausen,2021-12-23T21:13:14+01:00,449
Hebertshausen,2021-12-23T21:13:14+01:00,455
Hilgertshausen-Tandern,2021-12-23T21:13:14+01:00,293
Karlsfeld,2021-12-23T21:13:14+01:00,2539
Markt Indersdorf,2021-12-23T21:13:14+01:00,1026
Odelzhausen,2021-12-23T21:13:14+01:00,516
Petershausen,2021-12-23T21:13:14+01:00,575
Pfaffenhofen a.d. Glonn,2021-12-23T21:13:14+01:00,200
Röhrmoos,2021-12-23T21:13:14+01:00,724
Schwabhausen,2021-12-23T21:13:14+01:00,654
Sulzemoos,2021-12-23T21:13:14+01:00,267
Vierkirchen,2021-12-23T21:13:14+01:00,436
Weichs,2021-12-23T21:13:14+01:00,420
