Kommune,Timestamp,Confirmed
Altomünster,2021-08-09T21:15:15+02:00,414
Bergkirchen,2021-08-09T21:15:15+02:00,381
Dachau,2021-08-09T21:15:15+02:00,2602
Erdweg,2021-08-09T21:15:15+02:00,329
Haimhausen,2021-08-09T21:15:15+02:00,232
Hebertshausen,2021-08-09T21:15:15+02:00,224
Hilgertshausen-Tandern,2021-08-09T21:15:15+02:00,152
Karlsfeld,2021-08-09T21:15:15+02:00,1481
Markt Indersdorf,2021-08-09T21:15:15+02:00,595
Odelzhausen,2021-08-09T21:15:15+02:00,253
Petershausen,2021-08-09T21:15:15+02:00,273
Pfaffenhofen a.d. Glonn,2021-08-09T21:15:15+02:00,97
Röhrmoos,2021-08-09T21:15:15+02:00,427
Schwabhausen,2021-08-09T21:15:15+02:00,319
Sulzemoos,2021-08-09T21:15:15+02:00,134
Vierkirchen,2021-08-09T21:15:15+02:00,247
Weichs,2021-08-09T21:15:15+02:00,203
