Kommune,Timestamp,Confirmed
Altomünster,2022-06-20T21:14:12+02:00,3294
Bergkirchen,2022-06-20T21:14:12+02:00,3134
Dachau,2022-06-20T21:14:12+02:00,19414
Erdweg,2022-06-20T21:14:12+02:00,2574
Haimhausen,2022-06-20T21:14:12+02:00,2308
Hebertshausen,2022-06-20T21:14:12+02:00,2190
Hilgertshausen-Tandern,2022-06-20T21:14:12+02:00,1289
Karlsfeld,2022-06-20T21:14:12+02:00,9079
Markt Indersdorf,2022-06-20T21:14:12+02:00,4312
Odelzhausen,2022-06-20T21:14:12+02:00,2132
Petershausen,2022-06-20T21:14:12+02:00,2528
Pfaffenhofen a.d. Glonn,2022-06-20T21:14:12+02:00,905
Röhrmoos,2022-06-20T21:14:12+02:00,2934
Schwabhausen,2022-06-20T21:14:12+02:00,2656
Sulzemoos,2022-06-20T21:14:12+02:00,1233
Vierkirchen,2022-06-20T21:14:12+02:00,1798
Weichs,2022-06-20T21:14:12+02:00,1430
