Kommune,Timestamp,Confirmed
Altomünster,2022-01-31T21:15:04+01:00,1021
Bergkirchen,2022-01-31T21:15:04+01:00,1192
Dachau,2022-01-31T21:15:04+01:00,8193
Erdweg,2022-01-31T21:15:04+01:00,881
Haimhausen,2022-01-31T21:15:04+01:00,830
Hebertshausen,2022-01-31T21:15:04+01:00,744
Hilgertshausen-Tandern,2022-01-31T21:15:04+01:00,377
Karlsfeld,2022-01-31T21:15:04+01:00,4219
Markt Indersdorf,2022-01-31T21:15:04+01:00,1646
Odelzhausen,2022-01-31T21:15:04+01:00,793
Petershausen,2022-01-31T21:15:04+01:00,898
Pfaffenhofen a.d. Glonn,2022-01-31T21:15:04+01:00,343
Röhrmoos,2022-01-31T21:15:04+01:00,1026
Schwabhausen,2022-01-31T21:15:04+01:00,977
Sulzemoos,2022-01-31T21:15:04+01:00,410
Vierkirchen,2022-01-31T21:15:04+01:00,605
Weichs,2022-01-31T21:15:04+01:00,656
