Kommune,Timestamp,Confirmed,Recovered
Altomünster,2021-02-15T17:13:21+01:00,281,273
Bergkirchen,2021-02-15T17:13:21+01:00,247,230
Dachau,2021-02-15T17:13:21+01:00,1806,1771
Erdweg,2021-02-15T17:13:21+01:00,198,187
Haimhausen,2021-02-15T17:13:21+01:00,171,168
Hebertshausen,2021-02-15T17:13:21+01:00,125,123
Hilgertshausen-Tandern,2021-02-15T17:13:21+01:00,90,87
Karlsfeld,2021-02-15T17:13:21+01:00,1089,1030
Markt Indersdorf,2021-02-15T17:13:21+01:00,357,335
Odelzhausen,2021-02-15T17:13:21+01:00,156,141
Petershausen,2021-02-15T17:13:21+01:00,135,126
Pfaffenhofen a.d. Glonn,2021-02-15T17:13:21+01:00,73,66
Röhrmoos,2021-02-15T17:13:21+01:00,326,304
Schwabhausen,2021-02-15T17:13:21+01:00,210,208
Sulzemoos,2021-02-15T17:13:21+01:00,95,89
Vierkirchen,2021-02-15T17:13:21+01:00,143,142
Weichs,2021-02-15T17:13:21+01:00,158,116
