Kommune,Timestamp,Confirmed
Altomünster,2021-05-06T21:14:52+02:00,401
Bergkirchen,2021-05-06T21:14:52+02:00,366
Dachau,2021-05-06T21:14:52+02:00,2467
Erdweg,2021-05-06T21:14:52+02:00,312
Haimhausen,2021-05-06T21:14:52+02:00,218
Hebertshausen,2021-05-06T21:14:52+02:00,219
Hilgertshausen-Tandern,2021-05-06T21:14:52+02:00,146
Karlsfeld,2021-05-06T21:14:52+02:00,1386
Markt Indersdorf,2021-05-06T21:14:52+02:00,573
Odelzhausen,2021-05-06T21:14:52+02:00,243
Petershausen,2021-05-06T21:14:52+02:00,252
Pfaffenhofen a.d. Glonn,2021-05-06T21:14:52+02:00,95
Röhrmoos,2021-05-06T21:14:52+02:00,400
Schwabhausen,2021-05-06T21:14:52+02:00,301
Sulzemoos,2021-05-06T21:14:52+02:00,125
Vierkirchen,2021-05-06T21:14:52+02:00,229
Weichs,2021-05-06T21:14:52+02:00,196
