Kommune,Timestamp,Confirmed,Recovered
Altomünster,2020-12-30T17:14:09+01:00,248,222
Bergkirchen,2020-12-30T17:14:09+01:00,204,189
Dachau,2020-12-30T17:14:09+01:00,1568,1419
Erdweg,2020-12-30T17:14:09+01:00,165,148
Haimhausen,2020-12-30T17:14:09+01:00,142,128
Hebertshausen,2020-12-30T17:14:09+01:00,105,91
Hilgertshausen-Tandern,2020-12-30T17:14:09+01:00,67,62
Karlsfeld,2020-12-30T17:14:09+01:00,963,877
Markt Indersdorf,2020-12-30T17:14:09+01:00,294,252
Odelzhausen,2020-12-30T17:14:09+01:00,133,123
Petershausen,2020-12-30T17:14:09+01:00,93,83
Pfaffenhofen a.d. Glonn,2020-12-30T17:14:09+01:00,58,52
Röhrmoos,2020-12-30T17:14:09+01:00,205,192
Schwabhausen,2020-12-30T17:14:09+01:00,181,166
Sulzemoos,2020-12-30T17:14:09+01:00,80,78
Vierkirchen,2020-12-30T17:14:09+01:00,95,78
Weichs,2020-12-30T17:14:09+01:00,68,63
