Kommune,Timestamp,Recovered
Altomünster,2022-04-19T12:13:23+02:00,1989
Bergkirchen,2022-04-19T12:13:23+02:00,1857
Dachau,2022-04-19T12:13:23+02:00,12006
Erdweg,2022-04-19T12:13:23+02:00,1510
Haimhausen,2022-04-19T12:13:23+02:00,1239
Hebertshausen,2022-04-19T12:13:23+02:00,1257
Hilgertshausen-Tandern,2022-04-19T12:13:23+02:00,692
Karlsfeld,2022-04-19T12:13:23+02:00,5775
Markt Indersdorf,2022-04-19T12:13:23+02:00,2536
Odelzhausen,2022-04-19T12:13:23+02:00,1314
Petershausen,2022-04-19T12:13:23+02:00,1384
Pfaffenhofen a.d. Glonn,2022-04-19T12:13:23+02:00,527
Röhrmoos,2022-04-19T12:13:23+02:00,1718
Schwabhausen,2022-04-19T12:13:23+02:00,1516
Sulzemoos,2022-04-19T12:13:23+02:00,670
Vierkirchen,2022-04-19T12:13:23+02:00,987
Weichs,2022-04-19T12:13:23+02:00,855
