Kommune,Timestamp,Recovered
Altomünster,2022-10-31T21:12:38+01:00,3908
Bergkirchen,2022-10-31T21:12:38+01:00,4083
Dachau,2022-10-31T21:12:38+01:00,25283
Erdweg,2022-10-31T21:12:38+01:00,3376
Haimhausen,2022-10-31T21:12:38+01:00,3017
Hebertshausen,2022-10-31T21:12:38+01:00,2939
Hilgertshausen-Tandern,2022-10-31T21:12:38+01:00,1668
Karlsfeld,2022-10-31T21:12:38+01:00,11277
Markt Indersdorf,2022-10-31T21:12:38+01:00,5400
Odelzhausen,2022-10-31T21:12:38+01:00,2771
Petershausen,2022-10-31T21:12:38+01:00,3392
Pfaffenhofen a.d. Glonn,2022-10-31T21:12:38+01:00,1154
Röhrmoos,2022-10-31T21:12:38+01:00,3758
Schwabhausen,2022-10-31T21:12:38+01:00,3458
Sulzemoos,2022-10-31T21:12:38+01:00,1589
Vierkirchen,2022-10-31T21:12:38+01:00,2362
Weichs,2022-10-31T21:12:38+01:00,1849
