Kommune,Timestamp,Confirmed
Altomünster,2021-11-08T21:15:03+01:00,524
Bergkirchen,2021-11-08T21:15:03+01:00,477
Dachau,2021-11-08T21:15:03+01:00,3560
Erdweg,2021-11-08T21:15:03+01:00,425
Haimhausen,2021-11-08T21:15:03+01:00,325
Hebertshausen,2021-11-08T21:15:03+01:00,295
Hilgertshausen-Tandern,2021-11-08T21:15:03+01:00,213
Karlsfeld,2021-11-08T21:15:03+01:00,1879
Markt Indersdorf,2021-11-08T21:15:03+01:00,745
Odelzhausen,2021-11-08T21:15:03+01:00,364
Petershausen,2021-11-08T21:15:03+01:00,437
Pfaffenhofen a.d. Glonn,2021-11-08T21:15:03+01:00,127
Röhrmoos,2021-11-08T21:15:03+01:00,521
Schwabhausen,2021-11-08T21:15:03+01:00,429
Sulzemoos,2021-11-08T21:15:03+01:00,182
Vierkirchen,2021-11-08T21:15:03+01:00,317
Weichs,2021-11-08T21:15:03+01:00,279
