Kommune,Timestamp,Recovered
Altomünster,2021-04-28T05:13:14+02:00,354
Bergkirchen,2021-04-28T05:13:14+02:00,298
Dachau,2021-04-28T05:13:14+02:00,2190
Erdweg,2021-04-28T05:13:14+02:00,261
Haimhausen,2021-04-28T05:13:14+02:00,207
Hebertshausen,2021-04-28T05:13:14+02:00,172
Hilgertshausen-Tandern,2021-04-28T05:13:14+02:00,121
Karlsfeld,2021-04-28T05:13:14+02:00,1217
Markt Indersdorf,2021-04-28T05:13:14+02:00,491
Odelzhausen,2021-04-28T05:13:14+02:00,220
Petershausen,2021-04-28T05:13:14+02:00,219
Pfaffenhofen a.d. Glonn,2021-04-28T05:13:14+02:00,77
Röhrmoos,2021-04-28T05:13:14+02:00,357
Schwabhausen,2021-04-28T05:13:14+02:00,248
Sulzemoos,2021-04-28T05:13:14+02:00,105
Vierkirchen,2021-04-28T05:13:14+02:00,182
Weichs,2021-04-28T05:13:14+02:00,152
