Kommune,Timestamp,Recovered
Altomünster,2022-09-06T10:12:17+02:00,3629
Bergkirchen,2022-09-06T10:12:17+02:00,3712
Dachau,2022-09-06T10:12:17+02:00,23054
Erdweg,2022-09-06T10:12:17+02:00,3044
Haimhausen,2022-09-06T10:12:17+02:00,2688
Hebertshausen,2022-09-06T10:12:17+02:00,2669
Hilgertshausen-Tandern,2022-09-06T10:12:17+02:00,1498
Karlsfeld,2022-09-06T10:12:17+02:00,10425
Markt Indersdorf,2022-09-06T10:12:17+02:00,4887
Odelzhausen,2022-09-06T10:12:17+02:00,2422
Petershausen,2022-09-06T10:12:17+02:00,3014
Pfaffenhofen a.d. Glonn,2022-09-06T10:12:17+02:00,1026
Röhrmoos,2022-09-06T10:12:17+02:00,3340
Schwabhausen,2022-09-06T10:12:17+02:00,3110
Sulzemoos,2022-09-06T10:12:17+02:00,1437
Vierkirchen,2022-09-06T10:12:17+02:00,2113
Weichs,2022-09-06T10:12:17+02:00,1647
