Kommune,Timestamp,Confirmed,Recovered
Altomünster,2021-02-02T17:12:44+01:00,274,260
Bergkirchen,2021-02-02T17:12:44+01:00,237,216
Dachau,2021-02-02T17:12:44+01:00,1795,1710
Erdweg,2021-02-02T17:12:44+01:00,187,184
Haimhausen,2021-02-02T17:12:44+01:00,170,167
Hebertshausen,2021-02-02T17:12:44+01:00,123,114
Hilgertshausen-Tandern,2021-02-02T17:12:44+01:00,87,80
Karlsfeld,2021-02-02T17:12:44+01:00,1065,1000
Markt Indersdorf,2021-02-02T17:12:44+01:00,347,308
Odelzhausen,2021-02-02T17:12:44+01:00,143,138
Petershausen,2021-02-02T17:12:44+01:00,128,106
Pfaffenhofen a.d. Glonn,2021-02-02T17:12:44+01:00,68,61
Röhrmoos,2021-02-02T17:12:44+01:00,323,271
Schwabhausen,2021-02-02T17:12:44+01:00,209,203
Sulzemoos,2021-02-02T17:12:44+01:00,91,87
Vierkirchen,2021-02-02T17:12:44+01:00,142,138
Weichs,2021-02-02T17:12:44+01:00,146,93
