Kommune,Timestamp,Confirmed,Recovered
Altomünster,2020-11-24T17:14:17+01:00,154,134
Bergkirchen,2020-11-24T17:14:17+01:00,143,120
Dachau,2020-11-24T17:14:17+01:00,976,793
Erdweg,2020-11-24T17:14:17+01:00,89,73
Haimhausen,2020-11-24T17:14:17+01:00,77,58
Hebertshausen,2020-11-24T17:14:17+01:00,68,62
Hilgertshausen-Tandern,2020-11-24T17:14:17+01:00,35,32
Karlsfeld,2020-11-24T17:14:17+01:00,638,459
Markt Indersdorf,2020-11-24T17:14:17+01:00,160,139
Odelzhausen,2020-11-24T17:14:17+01:00,97,66
Petershausen,2020-11-24T17:14:17+01:00,63,53
Pfaffenhofen a.d. Glonn,2020-11-24T17:14:17+01:00,30,29
Röhrmoos,2020-11-24T17:14:17+01:00,170,157
Schwabhausen,2020-11-24T17:14:17+01:00,126,107
Sulzemoos,2020-11-24T17:14:17+01:00,49,43
Vierkirchen,2020-11-24T17:14:17+01:00,56,51
Weichs,2020-11-24T17:14:17+01:00,45,44
