Kommune,Timestamp,Recovered
Altomünster,2022-08-08T21:13:12+02:00,3546
Bergkirchen,2022-08-08T21:13:12+02:00,3526
Dachau,2022-08-08T21:13:12+02:00,22090
Erdweg,2022-08-08T21:13:12+02:00,2959
Haimhausen,2022-08-08T21:13:12+02:00,2613
Hebertshausen,2022-08-08T21:13:12+02:00,2551
Hilgertshausen-Tandern,2022-08-08T21:13:12+02:00,1460
Karlsfeld,2022-08-08T21:13:12+02:00,10197
Markt Indersdorf,2022-08-08T21:13:12+02:00,4732
Odelzhausen,2022-08-08T21:13:12+02:00,2344
Petershausen,2022-08-08T21:13:12+02:00,2920
Pfaffenhofen a.d. Glonn,2022-08-08T21:13:12+02:00,1004
Röhrmoos,2022-08-08T21:13:12+02:00,3225
Schwabhausen,2022-08-08T21:13:12+02:00,2985
Sulzemoos,2022-08-08T21:13:12+02:00,1391
Vierkirchen,2022-08-08T21:13:12+02:00,2048
Weichs,2022-08-08T21:13:12+02:00,1593
