Kommune,Timestamp,Recovered
Altomünster,2021-12-09T21:10:33+01:00,616
Bergkirchen,2021-12-09T21:10:33+01:00,574
Dachau,2021-12-09T21:10:33+01:00,4214
Erdweg,2021-12-09T21:10:33+01:00,489
Haimhausen,2021-12-09T21:10:33+01:00,393
Hebertshausen,2021-12-09T21:10:33+01:00,384
Hilgertshausen-Tandern,2021-12-09T21:10:33+01:00,248
Karlsfeld,2021-12-09T21:10:33+01:00,2181
Markt Indersdorf,2021-12-09T21:10:33+01:00,872
Odelzhausen,2021-12-09T21:10:33+01:00,439
Petershausen,2021-12-09T21:10:33+01:00,490
Pfaffenhofen a.d. Glonn,2021-12-09T21:10:33+01:00,153
Röhrmoos,2021-12-09T21:10:33+01:00,586
Schwabhausen,2021-12-09T21:10:33+01:00,525
Sulzemoos,2021-12-09T21:10:33+01:00,217
Vierkirchen,2021-12-09T21:10:33+01:00,368
Weichs,2021-12-09T21:10:33+01:00,306
