Kommune,Timestamp,Recovered
Bergkirchen,2022-06-13T09:13:55+02:00,3041
Dachau,2022-06-13T09:13:55+02:00,18785
Erdweg,2022-06-13T09:13:55+02:00,2499
Haimhausen,2022-06-13T09:13:55+02:00,2212
Hebertshausen,2022-06-13T09:13:55+02:00,2114
Hilgertshausen-Tandern,2022-06-13T09:13:55+02:00,1231
Karlsfeld,2022-06-13T09:13:55+02:00,8821
Markt Indersdorf,2022-06-13T09:13:55+02:00,4119
Odelzhausen,2022-06-13T09:13:55+02:00,2081
Petershausen,2022-06-13T09:13:55+02:00,2438
Pfaffenhofen a.d. Glonn,2022-06-13T09:13:55+02:00,870
Schwabhausen,2022-06-13T09:13:55+02:00,2558
Sulzemoos,2022-06-13T09:13:55+02:00,1211
Vierkirchen,2022-06-13T09:13:55+02:00,1744
Weichs,2022-06-13T09:13:55+02:00,1374
