Kommune,Timestamp,Recovered
Altomünster,2021-11-30T10:13:32+01:00,567
Bergkirchen,2021-11-30T10:13:32+01:00,533
Dachau,2021-11-30T10:13:32+01:00,3885
Erdweg,2021-11-30T10:13:32+01:00,459
Haimhausen,2021-11-30T10:13:32+01:00,364
Hebertshausen,2021-11-30T10:13:32+01:00,342
Hilgertshausen-Tandern,2021-11-30T10:13:32+01:00,233
Karlsfeld,2021-11-30T10:13:32+01:00,2009
Markt Indersdorf,2021-11-30T10:13:32+01:00,795
Odelzhausen,2021-11-30T10:13:32+01:00,394
Petershausen,2021-11-30T10:13:32+01:00,456
Pfaffenhofen a.d. Glonn,2021-11-30T10:13:32+01:00,141
Röhrmoos,2021-11-30T10:13:32+01:00,535
Schwabhausen,2021-11-30T10:13:32+01:00,464
Sulzemoos,2021-11-30T10:13:32+01:00,199
Vierkirchen,2021-11-30T10:13:32+01:00,350
Weichs,2021-11-30T10:13:32+01:00,273
