Kommune,Timestamp,Recovered
Altomünster,2022-03-08T16:14:11+01:00,1041
Bergkirchen,2022-03-08T16:14:11+01:00,1158
Dachau,2022-03-08T16:14:11+01:00,7873
Erdweg,2022-03-08T16:14:11+01:00,867
Haimhausen,2022-03-08T16:14:11+01:00,799
Hebertshausen,2022-03-08T16:14:11+01:00,712
Hilgertshausen-Tandern,2022-03-08T16:14:11+01:00,378
Karlsfeld,2022-03-08T16:14:11+01:00,3956
Markt Indersdorf,2022-03-08T16:14:11+01:00,1640
Odelzhausen,2022-03-08T16:14:11+01:00,813
Petershausen,2022-03-08T16:14:11+01:00,842
Pfaffenhofen a.d. Glonn,2022-03-08T16:14:11+01:00,332
Röhrmoos,2022-03-08T16:14:11+01:00,1105
Schwabhausen,2022-03-08T16:14:11+01:00,952
Sulzemoos,2022-03-08T16:14:11+01:00,398
Vierkirchen,2022-03-08T16:14:11+01:00,598
Weichs,2022-03-08T16:14:11+01:00,611
