Kommune,Timestamp,Recovered
Altomünster,2021-08-26T21:14:46+02:00,416
Bergkirchen,2021-08-26T21:14:46+02:00,377
Dachau,2021-08-26T21:14:46+02:00,2604
Erdweg,2021-08-26T21:14:46+02:00,331
Haimhausen,2021-08-26T21:14:46+02:00,232
Hebertshausen,2021-08-26T21:14:46+02:00,224
Hilgertshausen-Tandern,2021-08-26T21:14:46+02:00,151
Karlsfeld,2021-08-26T21:14:46+02:00,1437
Markt Indersdorf,2021-08-26T21:14:46+02:00,580
Odelzhausen,2021-08-26T21:14:46+02:00,250
Petershausen,2021-08-26T21:14:46+02:00,272
Pfaffenhofen a.d. Glonn,2021-08-26T21:14:46+02:00,96
Röhrmoos,2021-08-26T21:14:46+02:00,413
Schwabhausen,2021-08-26T21:14:46+02:00,329
Sulzemoos,2021-08-26T21:14:46+02:00,133
Vierkirchen,2021-08-26T21:14:46+02:00,248
Weichs,2021-08-26T21:14:46+02:00,186
