Kommune,Timestamp,Confirmed
Altomünster,2021-11-25T21:11:54+01:00,591
Bergkirchen,2021-11-25T21:11:54+01:00,548
Dachau,2021-11-25T21:11:54+01:00,4090
Erdweg,2021-11-25T21:11:54+01:00,471
Haimhausen,2021-11-25T21:11:54+01:00,382
Hebertshausen,2021-11-25T21:11:54+01:00,375
Hilgertshausen-Tandern,2021-11-25T21:11:54+01:00,243
Karlsfeld,2021-11-25T21:11:54+01:00,2143
Markt Indersdorf,2021-11-25T21:11:54+01:00,864
Odelzhausen,2021-11-25T21:11:54+01:00,425
Petershausen,2021-11-25T21:11:54+01:00,486
Pfaffenhofen a.d. Glonn,2021-11-25T21:11:54+01:00,147
Röhrmoos,2021-11-25T21:11:54+01:00,585
Schwabhausen,2021-11-25T21:11:54+01:00,508
Sulzemoos,2021-11-25T21:11:54+01:00,206
Vierkirchen,2021-11-25T21:11:54+01:00,365
Weichs,2021-11-25T21:11:54+01:00,327
