Kommune,Timestamp,Confirmed,Recovered
Altomünster,2021-01-09T21:02:05+01:00,258,239
Bergkirchen,2021-01-09T21:02:05+01:00,211,195
Dachau,2021-01-09T21:02:05+01:00,1648,1539
Erdweg,2021-01-09T21:02:05+01:00,175,164
Haimhausen,2021-01-09T21:02:05+01:00,156,141
Hebertshausen,2021-01-09T21:02:05+01:00,112,100
Hilgertshausen-Tandern,2021-01-09T21:02:05+01:00,71,65
Karlsfeld,2021-01-09T21:02:05+01:00,1016,922
Markt Indersdorf,2021-01-09T21:02:05+01:00,303,269
Odelzhausen,2021-01-09T21:02:05+01:00,138,128
Petershausen,2021-01-09T21:02:05+01:00,95,91
Pfaffenhofen a.d. Glonn,2021-01-09T21:02:05+01:00,62,58
Röhrmoos,2021-01-09T21:02:05+01:00,216,200
Schwabhausen,2021-01-09T21:02:05+01:00,191,178
Sulzemoos,2021-01-09T21:02:05+01:00,84,78
Vierkirchen,2021-01-09T21:02:05+01:00,119,94
Weichs,2021-01-09T21:02:05+01:00,87,70
