Kommune,Timestamp,Confirmed,Recovered
Altomünster,2020-05-27T23:55:39,88,86
Bergkirchen,2020-05-27T23:55:39,65,59
Dachau,2020-05-27T23:55:39,212,202
Erdweg,2020-05-27T23:55:39,26,26
Haimhausen,2020-05-27T23:55:39,28,27
Hebertshausen,2020-05-27T23:55:39,27,26
Hilgertshausen-Tandern,2020-05-27T23:55:39,14,14
Karlsfeld,2020-05-27T23:55:39,138,130
Markt Indersdorf,2020-05-27T23:55:39,54,52
Odelzhausen,2020-05-27T23:55:39,21,18
Petershausen,2020-05-27T23:55:39,31,30
Pfaffenhofen a.d.Glonn,2020-05-27T23:55:39,8,8
Röhrmoos,2020-05-27T23:55:39,114,104
Schwabhausen,2020-05-27T23:55:39,30,29
Sulzemoos,2020-05-27T23:55:39,12,11
Vierkirchen,2020-05-27T23:55:39,31,30
Weichs,2020-05-27T23:55:39,18,18
