Kommune,Timestamp,Confirmed
Altomünster,2022-05-09T21:14:49+02:00,3134
Bergkirchen,2022-05-09T21:14:49+02:00,2919
Dachau,2022-05-09T21:14:49+02:00,18080
Erdweg,2022-05-09T21:14:49+02:00,2360
Haimhausen,2022-05-09T21:14:49+02:00,2052
Hebertshausen,2022-05-09T21:14:49+02:00,2002
Hilgertshausen-Tandern,2022-05-09T21:14:49+02:00,1174
Karlsfeld,2022-05-09T21:14:49+02:00,8597
Markt Indersdorf,2022-05-09T21:14:49+02:00,3933
Odelzhausen,2022-05-09T21:14:49+02:00,1996
Petershausen,2022-05-09T21:14:49+02:00,2324
Pfaffenhofen a.d. Glonn,2022-05-09T21:14:49+02:00,811
Röhrmoos,2022-05-09T21:14:49+02:00,2649
Schwabhausen,2022-05-09T21:14:49+02:00,2396
Sulzemoos,2022-05-09T21:14:49+02:00,1154
Vierkirchen,2022-05-09T21:14:49+02:00,1643
Weichs,2022-05-09T21:14:49+02:00,1341
