Kommune,Timestamp,Confirmed
Altomünster,2022-03-24T22:12:58+01:00,2487
Bergkirchen,2022-03-24T22:12:58+01:00,2397
Dachau,2022-03-24T22:12:58+01:00,14801
Erdweg,2022-03-24T22:12:58+01:00,1858
Haimhausen,2022-03-24T22:12:58+01:00,1617
Hebertshausen,2022-03-24T22:12:58+01:00,1584
Hilgertshausen-Tandern,2022-03-24T22:12:58+01:00,897
Karlsfeld,2022-03-24T22:12:58+01:00,7390
Markt Indersdorf,2022-03-24T22:12:58+01:00,3161
Odelzhausen,2022-03-24T22:12:58+01:00,1676
Petershausen,2022-03-24T22:12:58+01:00,1874
Pfaffenhofen a.d. Glonn,2022-03-24T22:12:58+01:00,651
Röhrmoos,2022-03-24T22:12:58+01:00,2082
Schwabhausen,2022-03-24T22:12:58+01:00,1860
Sulzemoos,2022-03-24T22:12:58+01:00,894
Vierkirchen,2022-03-24T22:12:58+01:00,1266
Weichs,2022-03-24T22:12:58+01:00,1125
