Kommune,Timestamp,Confirmed,Recovered
Altomünster,2020-09-10T23:55:00+02:00,91,90
Bergkirchen,2020-09-10T23:55:00+02:00,72,67
Dachau,2020-09-10T23:55:00+02:00,311,288
Erdweg,2020-09-10T23:55:00+02:00,33,33
Haimhausen,2020-09-10T23:55:00+02:00,29,29
Hebertshausen,2020-09-10T23:55:00+02:00,31,29
Hilgertshausen-Tandern,2020-09-10T23:55:00+02:00,15,15
Karlsfeld,2020-09-10T23:55:00+02:00,217,183
Markt Indersdorf,2020-09-10T23:55:00+02:00,71,70
Odelzhausen,2020-09-10T23:55:00+02:00,24,22
Petershausen,2020-09-10T23:55:00+02:00,32,31
Pfaffenhofen a.d. Glonn,2020-09-10T23:55:00+02:00,9,9
Röhrmoos,2020-09-10T23:55:00+02:00,118,109
Schwabhausen,2020-09-10T23:55:00+02:00,38,33
Sulzemoos,2020-09-10T23:55:00+02:00,13,12
Vierkirchen,2020-09-10T23:55:00+02:00,36,35
Weichs,2020-09-10T23:55:00+02:00,25,25
