Kommune,Timestamp,Confirmed,Recovered
Altomünster,2020-04-22T21:30:00+02:00,82,70
Bergkirchen,2020-04-22T21:30:00+02:00,61,48
Dachau,2020-04-22T21:30:00+02:00,187,150
Erdweg,2020-04-22T21:30:00+02:00,23,21
Haimhausen,2020-04-22T21:30:00+02:00,23,21
Hebertshausen,2020-04-22T21:30:00+02:00,22,14
Hilgertshausen-Tandern,2020-04-22T21:30:00+02:00,13,11
Karlsfeld,2020-04-22T21:30:00+02:00,125,89
Markt Indersdorf,2020-04-22T21:30:00+02:00,49,41
Odelzhausen,2020-04-22T21:30:00+02:00,18,11
Petershausen,2020-04-22T21:30:00+02:00,30,21
Pfaffenhofen a.d. Glonn,2020-04-22T21:30:00+02:00,6,6
Röhrmoos,2020-04-22T21:30:00+02:00,111,22
Schwabhausen,2020-04-22T21:30:00+02:00,25,21
Sulzemoos,2020-04-22T21:30:00+02:00,13,11
Vierkirchen,2020-04-22T21:30:00+02:00,15,11
Weichs,2020-04-22T21:30:00+02:00,12,9
