Kommune,Timestamp,Recovered
Altomünster,2022-01-10T21:11:54+01:00,721
Bergkirchen,2022-01-10T21:11:54+01:00,683
Dachau,2022-01-10T21:11:54+01:00,5012
Erdweg,2022-01-10T21:11:54+01:00,559
Haimhausen,2022-01-10T21:11:54+01:00,449
Hebertshausen,2022-01-10T21:11:54+01:00,459
Hilgertshausen-Tandern,2022-01-10T21:11:54+01:00,290
Karlsfeld,2022-01-10T21:11:54+01:00,2498
Markt Indersdorf,2022-01-10T21:11:54+01:00,1012
Odelzhausen,2022-01-10T21:11:54+01:00,514
Petershausen,2022-01-10T21:11:54+01:00,574
Pfaffenhofen a.d. Glonn,2022-01-10T21:11:54+01:00,199
Röhrmoos,2022-01-10T21:11:54+01:00,711
Schwabhausen,2022-01-10T21:11:54+01:00,658
Sulzemoos,2022-01-10T21:11:54+01:00,266
Vierkirchen,2022-01-10T21:11:54+01:00,432
Weichs,2022-01-10T21:11:54+01:00,399
