Kommune,Timestamp,Confirmed,Recovered
Altomünster,2020-12-01T17:13:17+01:00,164,141
Bergkirchen,2020-12-01T17:13:17+01:00,155,135
Dachau,2020-12-01T17:13:17+01:00,1100,921
Erdweg,2020-12-01T17:13:17+01:00,96,84
Haimhausen,2020-12-01T17:13:17+01:00,98,71
Hebertshausen,2020-12-01T17:13:17+01:00,80,65
Hilgertshausen-Tandern,2020-12-01T17:13:17+01:00,39,33
Karlsfeld,2020-12-01T17:13:17+01:00,712,541
Markt Indersdorf,2020-12-01T17:13:17+01:00,184,153
Odelzhausen,2020-12-01T17:13:17+01:00,104,91
Petershausen,2020-12-01T17:13:17+01:00,73,58
Pfaffenhofen a.d. Glonn,2020-12-01T17:13:17+01:00,34,31
Röhrmoos,2020-12-01T17:13:17+01:00,179,162
Schwabhausen,2020-12-01T17:13:17+01:00,133,119
Sulzemoos,2020-12-01T17:13:17+01:00,61,46
Vierkirchen,2020-12-01T17:13:17+01:00,61,55
Weichs,2020-12-01T17:13:17+01:00,45,45
