Kommune,Timestamp,Recovered
Altomünster,2022-09-12T21:14:05+02:00,3643
Bergkirchen,2022-09-12T21:14:05+02:00,3738
Dachau,2022-09-12T21:14:05+02:00,23197
Erdweg,2022-09-12T21:14:05+02:00,3071
Haimhausen,2022-09-12T21:14:05+02:00,2703
Hebertshausen,2022-09-12T21:14:05+02:00,2687
Hilgertshausen-Tandern,2022-09-12T21:14:05+02:00,1504
Karlsfeld,2022-09-12T21:14:05+02:00,10477
Markt Indersdorf,2022-09-12T21:14:05+02:00,4912
Odelzhausen,2022-09-12T21:14:05+02:00,2456
Petershausen,2022-09-12T21:14:05+02:00,3038
Pfaffenhofen a.d. Glonn,2022-09-12T21:14:05+02:00,1029
Röhrmoos,2022-09-12T21:14:05+02:00,3380
Schwabhausen,2022-09-12T21:14:05+02:00,3129
Sulzemoos,2022-09-12T21:14:05+02:00,1442
Vierkirchen,2022-09-12T21:14:05+02:00,2128
Weichs,2022-09-12T21:14:05+02:00,1666
