Kommune,Timestamp,Confirmed,Recovered
Altomünster,2020-12-12T17:14:23+01:00,196,165
Bergkirchen,2020-12-12T17:14:23+01:00,173,153
Dachau,2020-12-12T17:14:23+01:00,1308,1107
Erdweg,2020-12-12T17:14:23+01:00,131,100
Haimhausen,2020-12-12T17:14:23+01:00,115,105
Hebertshausen,2020-12-12T17:14:23+01:00,90,80
Hilgertshausen-Tandern,2020-12-12T17:14:23+01:00,54,38
Karlsfeld,2020-12-12T17:14:23+01:00,842,675
Markt Indersdorf,2020-12-12T17:14:23+01:00,239,180
Odelzhausen,2020-12-12T17:14:23+01:00,117,103
Petershausen,2020-12-12T17:14:23+01:00,85,70
Pfaffenhofen a.d. Glonn,2020-12-12T17:14:23+01:00,44,34
Röhrmoos,2020-12-12T17:14:23+01:00,192,173
Schwabhausen,2020-12-12T17:14:23+01:00,154,133
Sulzemoos,2020-12-12T17:14:23+01:00,69,60
Vierkirchen,2020-12-12T17:14:23+01:00,72,60
Weichs,2020-12-12T17:14:23+01:00,58,45
