Kommune,Timestamp,Confirmed,Recovered
Altomünster,2021-03-03T17:13:08+01:00,285,277
Bergkirchen,2021-03-03T17:13:08+01:00,252,241
Dachau,2021-03-03T17:13:08+01:00,1857,1810
Erdweg,2021-03-03T17:13:08+01:00,217,204
Haimhausen,2021-03-03T17:13:08+01:00,172,170
Hebertshausen,2021-03-03T17:13:08+01:00,128,125
Hilgertshausen-Tandern,2021-03-03T17:13:08+01:00,96,89
Karlsfeld,2021-03-03T17:13:08+01:00,1102,1054
Markt Indersdorf,2021-03-03T17:13:08+01:00,370,348
Odelzhausen,2021-03-03T17:13:08+01:00,167,162
Petershausen,2021-03-03T17:13:08+01:00,141,135
Pfaffenhofen a.d. Glonn,2021-03-03T17:13:08+01:00,74,72
Röhrmoos,2021-03-03T17:13:08+01:00,333,313
Schwabhausen,2021-03-03T17:13:08+01:00,214,210
Sulzemoos,2021-03-03T17:13:08+01:00,96,95
Vierkirchen,2021-03-03T17:13:08+01:00,146,140
Weichs,2021-03-03T17:13:08+01:00,160,137
