Kommune,Timestamp,Confirmed
Altomünster,2021-10-18T21:15:06+02:00,484
Bergkirchen,2021-10-18T21:15:06+02:00,440
Dachau,2021-10-18T21:15:06+02:00,3163
Erdweg,2021-10-18T21:15:06+02:00,399
Haimhausen,2021-10-18T21:15:06+02:00,281
Hebertshausen,2021-10-18T21:15:06+02:00,247
Hilgertshausen-Tandern,2021-10-18T21:15:06+02:00,186
Karlsfeld,2021-10-18T21:15:06+02:00,1740
Markt Indersdorf,2021-10-18T21:15:06+02:00,668
Odelzhausen,2021-10-18T21:15:06+02:00,338
Petershausen,2021-10-18T21:15:06+02:00,399
Pfaffenhofen a.d. Glonn,2021-10-18T21:15:06+02:00,112
Röhrmoos,2021-10-18T21:15:06+02:00,478
Schwabhausen,2021-10-18T21:15:06+02:00,382
Sulzemoos,2021-10-18T21:15:06+02:00,151
Vierkirchen,2021-10-18T21:15:06+02:00,286
Weichs,2021-10-18T21:15:06+02:00,235
