Kommune,Timestamp,Recovered
Altomünster,2021-08-16T21:13:17+02:00,408
Bergkirchen,2021-08-16T21:13:17+02:00,370
Dachau,2021-08-16T21:13:17+02:00,2585
Erdweg,2021-08-16T21:13:17+02:00,325
Haimhausen,2021-08-16T21:13:17+02:00,231
Hebertshausen,2021-08-16T21:13:17+02:00,223
Hilgertshausen-Tandern,2021-08-16T21:13:17+02:00,151
Karlsfeld,2021-08-16T21:13:17+02:00,1432
Markt Indersdorf,2021-08-16T21:13:17+02:00,577
Odelzhausen,2021-08-16T21:13:17+02:00,249
Petershausen,2021-08-16T21:13:17+02:00,268
Pfaffenhofen a.d. Glonn,2021-08-16T21:13:17+02:00,96
Röhrmoos,2021-08-16T21:13:17+02:00,410
Schwabhausen,2021-08-16T21:13:17+02:00,311
Sulzemoos,2021-08-16T21:13:17+02:00,133
Vierkirchen,2021-08-16T21:13:17+02:00,242
Weichs,2021-08-16T21:13:17+02:00,182
